Index,Released,released_year,Title,Theatrical,Genre,Source,Production,Creative,Production,Opening Weekend,Maximum,Theatrical,Opening Weekend,Domestic,Infl. Adj. Dom.,International,Worldwide
86,11-Aug-17,2017,Taeksi Woonjunsa,Well Go USA,Drama,Based on Real Life Events,Live Action,Dramatization,$0 ,41,41,206,"$331,854 ","$1,527,829 ","$1,527,829 ","$85,541,895 ","$87,069,724 "
87,3-Feb-17,2017,Rings,Paramount Pictures,Horror,Original Screenplay,Live Action,Contemporary Fiction,"$25,000,000 ","2,931","2,931","8,507","$13,002,632 ","$27,793,018 ","$27,793,018 ","$55,140,183 ","$82,933,201 "
88,11-Aug-17,2017,Once Upon a Time,Well Go USA,Drama,Based on Fiction Book/Short Story,Live Action,Fantasy,$0 ,51,51,110,"$249,933 ","$485,728 ","$485,728 ","$82,406,221 ","$82,891,949 "
89,6-Jan-17,2016,Underworld: Blood Wars,Sony Pictures,Action,Based on Folk Tale/Legend/Fairytale,Live Action,Fantasy,$0 ,"3,070","3,070","8,510","$13,688,751 ","$30,353,973 ","$30,353,973 ","$50,691,175 ","$81,045,148 "
90,31-Dec-17,2018,Meitantei Conan: Zero no Shikkônin,,Adventure,,,Kids Fiction,$0 ,0,0,0,$0 ,$0 ,$0 ,"$80,175,097 ","$80,175,097 "
91,31-Dec-17,2018,Eiga Doraemon Nobita no Takarajima,,Adventure,Based on Comic/Graphic Novel,Digital Animation,Science Fiction,$0 ,0,0,0,$0 ,$0 ,$0 ,"$79,915,710 ","$79,915,710 "
92,7-Apr-17,2017,Going in Style,Warner Bros.,Comedy,Remake,Live Action,Contemporary Fiction,"$24,000,000 ","3,061","3,076","17,204","$11,932,330 ","$45,018,541 ","$45,018,541 ","$33,654,562 ","$78,673,103 "
93,3-Nov-17,2017,Lady Bird,A24,Drama,Original Screenplay,Live Action,Contemporary Fiction,"$10,000,000 ",4,"1,557","12,410","$364,437 ","$48,958,273 ","$48,958,273 ","$29,652,496 ","$78,610,769 "
94,22-Dec-17,2017,Tiger Zinda Hai,Yash Raj Films,Action,Original Screenplay,Live Action,Contemporary Fiction,$0 ,299,299,749,"$1,787,108 ","$5,560,921 ","$5,560,921 ","$70,959,455 ","$76,520,376 "
95,31-Dec-17,2018,"Li hai le, wo de guo",,Documentary,Based on Real Life Events,Live Action,Factual,$0 ,0,0,0,$0 ,$0 ,$0 ,"$72,506,344 ","$72,506,344 "
96,6-Oct-17,2017,Feng Ren Ji Yue Dui,Well Go USA,Musical,Original Screenplay,Live Action,Contemporary Fiction,$0 ,43,43,80,"$115,524 ","$312,537 ","$312,537 ","$68,409,784 ","$68,722,321 "
97,15-Sep-17,2017,American Assassin,Lionsgate,Thriller/Suspense,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,$0 ,"3,154","3,154","12,450","$14,846,778 ","$36,249,674 ","$36,249,674 ","$32,060,500 ","$68,310,174 "
98,22-Sep-17,2017,Victoria and Abdul,Focus Features,Drama,Based on Factual Book/Article,Live Action,Dramatization,$0 ,4,"1,060","5,989","$158,845 ","$22,245,070 ","$22,245,070 ","$44,053,661 ","$66,298,731 "
99,31-Dec-17,2017,Fack ju Göhte 3,,Comedy,Original Screenplay,Live Action,Contemporary Fiction,$0 ,0,0,0,$0 ,$0 ,$0 ,"$65,996,728 ","$65,996,728 "
100,10-Jan-17,2016,One Piece Film: Gold,FUNimation,Action,Based on Comic/Graphic Novel,Digital Animation,Contemporary Fiction,$0 ,0,371,0,$0 ,"$190,859 ","$190,859 ","$65,601,308 ","$65,792,167 "
1,27-Apr-18,2018,Avengers: Infinity War,Walt Disney,Action,Based on Comic/Graphic Novel,Animation/Live Action,Super Hero,"$300,000,000 ","4,474","4,474","34,406","$257,698,183 ","$678,815,482 ","$678,815,482 ","$1,335,469,653 ","$2,014,285,135 "
2,16-Feb-18,2018,Black Panther,Walt Disney,Action,Based on Comic/Graphic Novel,Live Action,Super Hero,"$200,000,000 ","4,020","4,084","40,236","$202,003,951 ","$700,059,566 ","$700,059,566 ","$647,011,693 ","$1,347,071,259 "
3,22-Jun-18,2018,Jurassic World: Fallen Kingdom,Universal,Action,Based on Fiction Book/Short Story,Live Action,Science Fiction,"$170,000,000 ","4,475","4,485","30,489","$148,024,610 ","$416,769,345 ","$416,769,345 ","$888,096,977 ","$1,304,866,322 "
4,15-Jun-18,2018,Incredibles 2,Walt Disney,Adventure,Original Screenplay,Digital Animation,Kids Fiction,"$200,000,000 ","4,410","4,413","39,271","$182,687,905 ","$607,724,845 ","$607,724,845 ","$619,946,058 ","$1,227,670,903 "
5,27-Jul-18,2018,Mission: Impossible—Fallout,Paramount Pictures,Action,Based on TV,Live Action,Contemporary Fiction,$0 ,"4,386","4,395","27,928","$61,236,534 ","$220,159,104 ","$220,159,104 ","$568,608,051 ","$788,767,155 "
6,18-May-18,2018,Deadpool 2,20th Century Fox,Action,Based on Comic/Graphic Novel,Live Action,Super Hero,"$110,000,000 ","4,349","4,349","27,602","$125,507,153 ","$318,491,426 ","$318,491,426 ","$415,318,175 ","$733,809,601 "
7,6-Jul-18,2018,Ant-Man and the Wasp,Walt Disney,Action,Based on Comic/Graphic Novel,Live Action,Super Hero,"$130,000,000 ","4,206","4,206","24,664","$75,812,205 ","$216,604,404 ","$216,604,404 ","$400,611,590 ","$617,215,994 "
8,29-Mar-18,2018,Ready Player One,Warner Bros.,Adventure,Based on Fiction Book/Short Story,Animation/Live Action,Science Fiction,"$150,000,000 ","4,234","4,234","21,560","$41,769,050 ","$137,018,455 ","$137,018,455 ","$441,603,274 ","$578,621,729 "
9,23-Feb-18,2018,Hong Hai Xing Dong,Well Go USA,Action,Original Screenplay,Live Action,Contemporary Fiction,$0 ,45,55,188,"$436,059 ","$1,543,547 ","$1,543,547 ","$576,647,204 ","$578,190,751 "
10,16-Feb-18,2018,Tang Ren Jie Tan An 2,Warner Bros.,Action,Original Screenplay,Live Action,Contemporary Fiction,$0 ,115,115,324,"$704,047 ","$1,983,984 ","$1,983,984 ","$542,084,590 ","$544,068,574 "
11,10-Aug-18,2018,The Meg,Warner Bros.,Action,Based on Fiction Book/Short Story,Live Action,Science Fiction,"$150,000,000 ","4,118","4,118","26,574","$45,402,195 ","$142,848,963 ","$142,848,963 ","$384,400,000 ","$527,248,963 "
12,13-Jul-18,2018,Hotel Transylvania 3: Summer Vacation,Sony Pictures,Adventure,Original Screenplay,Digital Animation,Kids Fiction,"$65,000,000 ","4,267","4,267","26,892","$44,076,225 ","$167,210,248 ","$167,210,248 ","$352,705,183 ","$519,915,431 "
13,5-Oct-18,2018,Venom,Sony Pictures,Action,Spin-Off,Animation/Live Action,Super Hero,"$100,000,000 ","4,250","4,250","12,387","$80,255,756 ","$172,352,099 ","$172,352,099 ","$290,601,273 ","$462,953,372 "
14,31-Dec-18,2018,Wo Bi Shi Yao Shen,,Drama,Original Screenplay,Live Action,Contemporary Fiction,$0 ,0,0,0,$0 ,$0 ,$0 ,"$451,176,640 ","$451,176,640 "
15,13-Apr-18,2018,Rampage,Warner Bros.,Action,Based on Game,Live Action,Science Fiction,"$120,000,000 ","4,101","4,115","21,557","$35,753,093 ","$99,345,950 ","$99,345,950 ","$325,400,000 ","$424,745,950 "
16,20-Jul-18,2018,Mamma Mia: Here We Go Again!,Universal,Musical,Original Screenplay,Live Action,Contemporary Fiction,$0 ,"3,317","3,514","19,513","$34,952,180 ","$120,634,935 ","$120,634,935 ","$271,963,465 ","$392,598,400 "
17,25-May-18,2018,Solo: A Star Wars Story,Walt Disney,Adventure,Spin-Off,Live Action,Science Fiction,"$250,000,000 ","4,381","4,381","22,569","$84,420,489 ","$213,767,512 ","$213,767,512 ","$171,561,550 ","$385,329,062 "
18,9-Feb-18,2018,Fifty Shades Freed,Universal,Drama,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,"$55,000,000 ","3,768","3,768","16,324","$38,560,195 ","$100,407,760 ","$100,407,760 ","$270,814,398 ","$371,222,158 "
19,31-Dec-18,2018,Xi Hong Shi Shou Fu,,Romantic Comedy,Original Screenplay,Live Action,Contemporary Fiction,$0 ,0,0,0,$0 ,$0 ,$0 ,"$367,967,456 ","$367,967,456 "
20,7-Sep-18,2018,The Nun,Warner Bros.,Horror,Spin-Off,Live Action,Contemporary Fiction,$0 ,"3,876","3,876","18,851","$53,807,379 ","$116,782,362 ","$116,785,614 ","$245,000,000 ","$361,782,362 "
21,16-Feb-18,2018,Zhuo yao ji 2,Lionsgate,Adventure,Original Screenplay,Animation/Live Action,Science Fiction,$0 ,69,69,144,"$341,834 ","$706,153 ","$706,153 ","$360,977,662 ","$361,683,815 "
22,9-Feb-18,2018,Peter Rabbit,Sony Pictures,Adventure,Based on Fiction Book/Short Story,Animation/Live Action,Kids Fiction,"$50,000,000 ","3,725","3,725","27,257","$25,010,928 ","$115,234,093 ","$115,234,093 ","$231,900,808 ","$347,134,901 "
23,6-Apr-18,2018,A Quiet Place,Paramount Pictures,Horror,Original Screenplay,Live Action,Contemporary Fiction,"$17,000,000 ","3,508","3,808","28,393","$50,203,562 ","$188,024,361 ","$188,024,361 ","$146,500,000 ","$334,524,361 "
24,13-Jul-18,2018,Skyscraper,Universal,Action,Original Screenplay,Live Action,Contemporary Fiction,"$125,000,000 ","3,782","3,822","13,761","$24,905,015 ","$67,796,355 ","$67,796,355 ","$236,238,260 ","$304,034,615 "
25,8-Jun-18,2018,Ocean’s 8,Warner Bros.,Action,Original Screenplay,Live Action,Contemporary Fiction,"$70,000,000 ","4,145","4,145","22,362","$41,607,378 ","$139,377,762 ","$139,377,762 ","$156,900,000 ","$296,277,762 "
26,23-Mar-18,2018,Pacific Rim: Uprising,Universal,Action,Original Screenplay,Live Action,Science Fiction,"$155,000,000 ","3,708","3,708","12,723","$28,116,535 ","$59,185,715 ","$59,185,715 ","$231,055,623 ","$290,241,338 "
27,16-Mar-18,2018,Tomb Raider,Warner Bros.,Action,Based on Game,Live Action,Contemporary Fiction,"$90,000,000 ","3,854","3,854","13,692","$23,633,317 ","$57,421,715 ","$57,421,715 ","$215,227,270 ","$272,648,985 "
28,26-Jan-18,2018,Maze Runner: The Death Cure,20th Century Fox,Thriller/Suspense,Based on Fiction Book/Short Story,Live Action,Science Fiction,"$61,000,000 ","3,787","3,793","14,684","$24,167,011 ","$58,032,443 ","$58,032,443 ","$207,846,398 ","$265,878,841 "
29,15-Aug-18,2018,Crazy Rich Asians,Warner Bros.,Romantic Comedy,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,"$30,000,000 ","3,384","3,865","25,780","$26,510,140 ","$172,304,057 ","$172,304,057 ","$59,600,000 ","$231,904,057 "
30,31-Dec-18,2018,Hou Lai De Wo Men,,Romantic Comedy,,Live Action,Contemporary Fiction,$0 ,0,0,0,$0 ,$0 ,$0 ,"$209,221,328 ","$209,221,328 "
31,5-Oct-18,2018,A Star is Born,Warner Bros.,Drama,Remake,Live Action,Contemporary Fiction,"$36,000,000 ","3,686","3,884","11,278","$45,608,088 ","$127,970,951 ","$127,987,328 ","$75,589,916 ","$203,560,867 "
32,10-Aug-18,2018,Yi Chu Hao Xi,Well Go USA,Comedy,,Live Action,Contemporary Fiction,$0 ,40,40,102,"$263,412 ","$670,883 ","$670,883 ","$197,659,887 ","$198,330,770 "
33,12-Jan-18,2017,Paddington 2,Warner Bros.,Adventure,Based on Fiction Book/Short Story,Animation/Live Action,Kids Fiction,$0 ,"3,702","3,702","15,261","$11,001,961 ","$40,442,052 ","$40,442,052 ","$152,704,112 ","$193,146,164 "
34,20-Jul-18,2018,The Equalizer 2,Sony Pictures,Action,Based on TV,Live Action,Contemporary Fiction,$0 ,"3,388","3,388","18,066","$36,011,640 ","$102,084,362 ","$102,084,362 ","$87,461,738 ","$189,546,100 "
35,3-Aug-18,2018,Christopher Robin,Walt Disney,Adventure,Based on Fiction Book/Short Story,Animation/Live Action,Kids Fiction,"$75,000,000 ","3,602","3,602","25,678","$24,585,139 ","$98,725,379 ","$98,725,379 ","$88,283,538 ","$187,008,917 "
36,5-Jan-18,2018,Insidious: The Last Key,Universal,Horror,Original Screenplay,Live Action,Contemporary Fiction,$0 ,"3,116","3,150","12,790","$29,581,355 ","$67,347,895 ","$67,347,895 ","$99,508,816 ","$166,856,711 "
37,31-Dec-18,2018,Wu Shuang,,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,$0 ,0,0,0,$0 ,$0 ,$0 ,"$164,478,500 ","$164,478,500 "
38,2-Mar-18,2018,Red Sparrow,20th Century Fox,Thriller/Suspense,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,"$69,000,000 ","3,056","3,064","11,476","$16,853,422 ","$46,874,505 ","$46,874,505 ","$99,077,356 ","$145,951,861 "
39,28-Sep-18,2018,Smallfoot,Warner Bros.,Adventure,Based on Fiction Book/Short Story,Digital Animation,Kids Fiction,"$80,000,000 ","4,131","4,131","14,900","$23,045,635 ","$66,716,400 ","$66,732,911 ","$71,200,000 ","$137,916,400 "
40,25-May-18,2018,How Long Will I Love U,Well Go USA,Romantic Comedy,Remake,Live Action,Fantasy,$0 ,23,32,99,"$204,733 ","$746,933 ","$746,933 ","$136,000,929 ","$136,747,862 "
41,4-Jul-18,2018,The First Purge,Universal,Horror,Original Screenplay,Live Action,Contemporary Fiction,"$13,000,000 ","3,031","3,038","11,221","$17,374,280 ","$69,086,325 ","$69,086,325 ","$67,025,820 ","$136,112,145 "
42,9-Mar-18,2018,A Wrinkle in Time,Walt Disney,Adventure,Based on Fiction Book/Short Story,Live Action,Fantasy,"$103,000,000 ","3,980","3,980","21,046","$33,123,609 ","$100,478,608 ","$100,478,608 ","$32,923,274 ","$133,401,882 "
43,14-Sep-18,2018,The Predator,20th Century Fox,Action,Original Screenplay,Live Action,Science Fiction,"$88,000,000 ","4,037","4,070","13,193","$24,632,284 ","$50,858,107 ","$50,858,107 ","$77,196,406 ","$128,054,513 "
44,23-Feb-18,2018,Game Night,Warner Bros.,Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$37,000,000 ","3,488","3,502","18,188","$17,005,332 ","$69,001,013 ","$69,001,013 ","$48,200,000 ","$117,201,013 "
45,16-Feb-18,2018,Xi You Ji Nu Er Guo,Well Go USA,Action,Based on Fiction Book/Short Story,Live Action,Fantasy,$0 ,34,34,51,"$95,577 ","$187,074 ","$187,074 ","$114,902,870 ","$115,089,944 "
46,21-Sep-18,2018,The House with a Clock in its Walls,Universal,Horror,Based on Fiction Book/Short Story,Live Action,Fantasy,$0 ,"3,592","3,592","15,026","$26,608,020 ","$65,119,750 ","$65,119,750 ","$44,397,860 ","$109,517,610 "
47,6-Mar-18,2017,Wukong,,Action,Based on Folk Tale/Legend/Fairytale,Multiple Production Methods,Fantasy,$0 ,0,0,0,$0 ,$0 ,$0 ,"$103,651,195 ","$103,651,195 "
48,12-Jan-18,2018,The Commuter,Lionsgate,Action,Original Screenplay,Live Action,Contemporary Fiction,$0 ,"2,892","2,892","10,148","$13,701,452 ","$36,343,858 ","$36,343,858 ","$65,641,573 ","$101,985,431 "
49,17-Aug-18,2018,Alpha,Sony Pictures,Adventure,Original Screenplay,Live Action,Historical Fiction,$0 ,"2,719","2,881","13,419","$10,352,512 ","$35,706,919 ","$35,706,919 ","$61,876,811 ","$97,583,730 "
50,26-Oct-18,2018,Johnny English Strikes Again,Focus Features,Comedy,Original Screenplay,Live Action,Contemporary Fiction,$0 ,500,0,0,$0 ,$0 ,$0 ,"$95,977,309 ","$95,977,309 "
51,19-Oct-18,2018,Halloween,Universal,Horror,Original Screenplay,Live Action,Contemporary Fiction,"$10,000,000 ","3,928","3,928","3,928","$76,221,545 ","$80,865,755 ","$80,865,755 ","$14,217,396 ","$95,083,151 "
52,13-Apr-18,2018,Truth or Dare,Universal,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,"$3,500,000 ","3,029","3,068","12,336","$18,667,855 ","$40,717,020 ","$40,717,020 ","$53,712,186 ","$94,429,206 "
53,6-Apr-18,2018,Blockers,Universal,Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$21,000,000 ","3,379","3,418","15,952","$20,556,350 ","$59,839,515 ","$59,839,515 ","$33,602,980 ","$93,442,495 "
54,1-Aug-18,2018,Singwa Hamgge: Ingwa Yeon,Well Go USA,Action,Based on Comic/Graphic Novel,Live Action,Fantasy,$0 ,47,47,137,"$422,671 ","$1,200,246 ","$1,200,246 ","$90,853,781 ","$92,054,027 "
55,20-Apr-18,2018,I Feel Pretty,STX Entertainment,Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$32,000,000 ","3,440","3,440","15,658","$16,030,218 ","$48,795,601 ","$48,795,601 ","$42,774,097 ","$91,569,698 "
56,27-Jul-18,2018,Di Ren Jie Zhi Si Da Tian Wang,Well Go USA,Action,Original Screenplay,Live Action,Fantasy,$0 ,31,31,55,"$126,929 ","$262,963 ","$262,963 ","$89,772,584 ","$90,035,547 "
57,18-May-18,2018,Book Club,Paramount Pictures,Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$10,000,000 ","2,781","3,169","15,924","$13,582,231 ","$68,566,296 ","$68,566,296 ","$21,096,705 ","$89,663,001 "
58,23-Mar-18,2018,Sherlock Gnomes,Paramount Pictures,Adventure,Original Screenplay,Digital Animation,Kids Fiction,"$59,000,000 ","3,662","3,662","16,784","$10,604,774 ","$43,242,871 ","$43,242,871 ","$44,514,059 ","$87,756,930 "
59,14-Sep-18,2018,A Simple Favor,Lionsgate,Thriller/Suspense,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,"$20,000,000 ","3,102","3,102","13,629","$16,011,689 ","$52,940,160 ","$52,940,160 ","$32,870,656 ","$85,810,816 "
60,10-Aug-18,2018,BlacKkKlansman,Focus Features,Thriller/Suspense,Based on Factual Book/Article,Live Action,Dramatization,$0 ,"1,512","1,914","10,517","$10,845,330 ","$48,271,960 ","$48,271,960 ","$37,469,248 ","$85,741,208 "
61,31-Dec-18,2018,Li Cha De Gu Ma,,Comedy,,Live Action,Contemporary Fiction,$0 ,0,0,0,$0 ,$0 ,$0 ,"$85,647,841 ","$85,647,841 "
62,6-Apr-18,2016,Dà Yú H?i Táng,Shout! Factory,Adventure,Based on Folk Tale/Legend/Fairytale,Digital Animation,Fantasy,$0 ,0,0,0,$0 ,$0 ,$0 ,"$85,570,010 ","$85,570,010 "
63,16-Mar-18,2018,I Can Only Imagine,Roadside Attractions,Drama,Based on Song,Live Action,Dramatization,"$7,000,000 ","1,627","2,894","16,927","$17,108,914 ","$83,482,352 ","$83,482,352 ","$1,946,951 ","$85,429,303 "
64,4-May-18,2018,Overboard,Lionsgate,Romantic Comedy,Remake,Live Action,Contemporary Fiction,"$12,000,000 ","1,623","2,006","10,028","$14,711,101 ","$50,316,123 ","$50,316,123 ","$35,054,056 ","$85,370,179 "
65,31-Dec-18,2018,Xie Bu Ya Zheng,,Drama,Original Screenplay,Live Action,Historical Fiction,$0 ,0,0,0,$0 ,$0 ,$0 ,"$85,170,584 ","$85,170,584 "
66,28-Sep-18,2018,Night School,Universal,Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$29,000,000 ","3,010","3,019","11,105","$27,257,615 ","$67,122,690 ","$67,122,690 ","$17,497,347 ","$84,620,037 "
67,31-Dec-18,2018,Ai qing gong yu,,Romantic Comedy,Based on TV,Live Action,Contemporary Fiction,$0 ,0,0,0,$0 ,$0 ,$0 ,"$81,096,320 ","$81,096,320 "
68,19-Jan-18,2018,Den of Thieves,STX Entertainment,Action,Original Screenplay,Live Action,Contemporary Fiction,"$30,000,000 ","2,432","2,432","9,964","$15,206,108 ","$44,947,622 ","$44,947,622 ","$34,476,699 ","$79,424,321 "
69,8-May-18,2017,Sha Po Lang: Tan Lang,,Action,Original Screenplay,Live Action,Contemporary Fiction,$0 ,0,0,0,$0 ,$0 ,$0 ,"$79,214,896 ","$79,214,896 "
70,15-Jun-18,2018,Tag,Warner Bros.,Comedy,Based on Factual Book/Article,Live Action,Contemporary Fiction,"$28,000,000 ","3,382","3,382","14,706","$14,947,396 ","$54,547,470 ","$54,547,470 ","$22,297,318 ","$76,844,788 "
71,31-Dec-18,2018,Dongwu shijie,,Adventure,Based on Comic/Graphic Novel,Multiple Production Methods,Science Fiction,$0 ,0,0,0,$0 ,$0 ,$0 ,"$74,842,075 ","$74,842,075 "
72,25-Jan-18,2018,Padmavati,Paramount Pictures,Drama,Based on Folk Tale/Legend/Fairytale,Live Action,Historical Fiction,$0 ,326,354,"1,193","$4,493,384 ","$11,846,060 ","$11,846,060 ","$62,784,891 ","$74,630,951 "
73,3-Aug-18,2018,The Spy Who Dumped Me,Lionsgate,Comedy,Original Screenplay,Live Action,Contemporary Fiction,$0 ,"3,111","3,111","10,857","$12,103,043 ","$33,562,069 ","$33,562,069 ","$40,430,307 ","$73,992,376 "
74,29-Jun-18,2018,Sicario: Day of the Soldado,Sony Pictures,Action,Original Screenplay,Live Action,Contemporary Fiction,"$35,000,000 ","3,055","3,055","10,744","$19,007,566 ","$50,065,850 ","$50,065,850 ","$23,914,580 ","$73,980,430 "
75,29-Jun-18,2018,Sanju,20th Century Fox,Drama,Based on Real Life Events,Live Action,Dramatization,$0 ,356,359,"1,116","$2,723,658 ","$7,909,317 ","$7,909,317 ","$65,616,927 ","$73,526,244 "
76,19-Jan-18,2018,12 Strong,Warner Bros.,Drama,Based on Fiction Book/Short Story,Live Action,Historical Fiction,"$35,000,000 ","3,002","3,018","12,713","$15,815,025 ","$45,500,164 ","$45,500,164 ","$25,298,665 ","$70,798,829 "
77,8-Jun-18,2018,Hereditary,A24,Horror,Original Screenplay,Live Action,Contemporary Fiction,"$10,000,000 ","2,964","2,998","10,946","$13,575,173 ","$44,069,456 ","$44,069,456 ","$26,021,323 ","$70,090,779 "
78,24-Aug-18,2018,Searching,Sony Pictures,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,$0 ,9,"2,009","8,608","$388,769 ","$25,944,103 ","$25,944,103 ","$41,457,807 ","$67,401,910 "
79,11-May-18,2018,Life of the Party,Warner Bros.,Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$30,000,000 ","3,656","3,656","15,992","$17,886,075 ","$52,856,061 ","$52,856,061 ","$12,700,000 ","$65,556,061 "
80,16-Mar-18,2018,"Love, Simon",20th Century Fox,Drama,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,"$10,000,000 ","2,402","2,434","10,189","$11,756,244 ","$40,826,341 ","$40,826,341 ","$24,695,344 ","$65,521,685 "
81,17-Aug-18,2018,Mile 22,STX Entertainment,Action,Original Screenplay,Live Action,Contemporary Fiction,"$35,000,000 ","3,520","3,520","12,441","$13,710,825 ","$36,108,758 ","$36,108,758 ","$28,598,686 ","$64,707,444 "
82,31-Dec-18,2018,L Feng Bao,,Action,Original Screenplay,Live Action,Contemporary Fiction,$0 ,0,0,0,$0 ,$0 ,$0 ,"$63,931,005 ","$63,931,005 "
